"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","Starting Salary","Current Salary","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"349",42,"No","Travel_Rarely",810,"Research & Development",23,5,"Life Sciences",1,468,1,"Female",44,3,4,"Research Director",4,"Single",63968,63604,2,"Y","No",14,3,2,80,0,16,2,3,1,0,0,0
"663",20,"Yes","Travel_Rarely",500,"Sales",2,3,"Medical",1,922,3,"Female",49,2,1,"Sales Representative",3,"Single",8176,88208,1,"Y","No",13,3,4,80,0,2,3,2,2,2,0,2
"1371",47,"No","Non-Travel",1169,"Research & Development",14,4,"Technical Degree",1,1934,3,"Male",64,3,2,"Research Scientist",2,"Married",21868,8500,8,"Y","No",18,3,3,80,1,16,4,4,8,7,1,7
"585",42,"No","Travel_Frequently",570,"Research & Development",8,3,"Life Sciences",1,809,2,"Male",66,3,5,"Manager",4,"Divorced",73720,64900,1,"Y","No",13,3,2,80,1,24,4,2,24,7,14,9
"532",32,"No","Travel_Rarely",1018,"Research & Development",3,2,"Life Sciences",1,727,3,"Female",39,3,3,"Research Director",4,"Single",44636,77492,3,"Y","No",15,3,4,80,0,10,6,3,7,7,7,7
"414",42,"No","Travel_Frequently",1368,"Research & Development",28,4,"Technical Degree",1,551,4,"Female",88,2,2,"Healthcare Representative",4,"Married",18092,17544,0,"Y","No",11,3,4,80,3,7,4,4,6,5,0,4
"796",37,"No","Travel_Rarely",309,"Sales",10,4,"Life Sciences",1,1105,4,"Female",88,2,2,"Sales Executive",4,"Divorced",26776,96892,2,"Y","Yes",14,3,3,80,3,8,5,3,1,0,0,0
"1160",39,"No","Travel_Frequently",711,"Research & Development",4,3,"Medical",1,1633,1,"Female",81,3,2,"Manufacturing Director",3,"Single",20168,12560,0,"Y","No",13,3,4,80,0,10,2,1,9,2,3,8
"722",50,"No","Travel_Rarely",939,"Research & Development",24,3,"Life Sciences",1,1005,4,"Male",95,3,4,"Manufacturing Director",3,"Married",55892,16644,3,"Y","Yes",18,3,4,80,1,22,2,3,12,11,1,5
"34",39,"Yes","Travel_Rarely",895,"Sales",5,3,"Technical Degree",1,42,4,"Male",56,3,2,"Sales Representative",4,"Married",8344,13340,3,"Y","No",14,3,3,80,1,19,6,4,1,0,0,0
"265",28,"Yes","Travel_Rarely",529,"Research & Development",2,4,"Life Sciences",1,364,1,"Male",79,3,1,"Laboratory Technician",3,"Single",13940,59740,2,"Y","No",11,3,3,80,0,5,5,1,0,0,0,0
"150",19,"No","Travel_Rarely",1181,"Research & Development",3,1,"Medical",1,201,2,"Female",79,3,1,"Laboratory Technician",2,"Single",5932,64408,1,"Y","No",14,3,4,80,0,1,3,3,1,0,0,0
"749",26,"Yes","Non-Travel",265,"Sales",29,2,"Medical",1,1037,2,"Male",79,1,2,"Sales Executive",1,"Single",19876,87252,8,"Y","No",18,3,4,80,0,7,6,3,2,2,2,2
"1341",36,"No","Travel_Rarely",1266,"Sales",10,4,"Technical Degree",1,1880,2,"Female",63,2,2,"Sales Executive",3,"Married",22692,24240,1,"Y","Yes",13,3,1,80,1,10,4,3,10,9,1,7
"567",47,"Yes","Travel_Frequently",719,"Sales",27,2,"Life Sciences",1,785,2,"Female",77,4,2,"Sales Executive",3,"Single",25588,41356,4,"Y","Yes",12,3,4,80,0,8,2,3,5,4,1,3
"1335",27,"No","Travel_Frequently",1131,"Research & Development",15,3,"Life Sciences",1,1870,4,"Female",77,2,1,"Research Scientist",1,"Married",19096,95376,0,"Y","No",19,3,4,80,1,8,2,2,7,6,7,3
"240",32,"Yes","Travel_Rarely",515,"Research & Development",1,3,"Life Sciences",1,331,4,"Male",62,2,1,"Laboratory Technician",3,"Single",14920,38284,0,"Y","Yes",14,3,4,80,0,4,2,1,3,2,1,2
"1415",47,"No","Travel_Rarely",1180,"Research & Development",25,3,"Medical",1,1993,1,"Male",84,3,3,"Healthcare Representative",3,"Single",34532,52336,2,"Y","No",23,4,2,80,0,25,3,3,17,14,12,11
"1074",28,"No","Travel_Rarely",1083,"Research & Development",29,1,"Life Sciences",1,1514,3,"Male",96,1,2,"Manufacturing Director",2,"Married",26196,12692,1,"Y","No",14,3,2,80,2,8,2,2,8,6,1,7
"1048",33,"No","Travel_Frequently",430,"Sales",7,3,"Medical",1,1477,4,"Male",54,3,2,"Sales Executive",1,"Married",17492,69824,0,"Y","No",14,3,1,80,2,5,2,3,4,3,0,3
"106",59,"No","Non-Travel",1420,"Human Resources",2,4,"Human Resources",1,140,3,"Female",32,2,5,"Manager",4,"Married",75376,87688,9,"Y","No",21,4,4,80,1,30,3,3,3,2,2,2
"974",35,"No","Travel_Rarely",817,"Research & Development",1,3,"Medical",1,1369,4,"Female",60,2,2,"Laboratory Technician",4,"Married",21452,43384,0,"Y","No",12,3,2,80,1,10,0,3,9,7,0,0
"195",45,"No","Non-Travel",1195,"Research & Development",2,2,"Medical",1,264,1,"Male",65,2,4,"Manager",4,"Married",67168,81848,9,"Y","No",23,4,4,80,1,22,1,3,20,8,11,8
"1326",42,"No","Travel_Rarely",1142,"Research & Development",8,3,"Life Sciences",1,1860,4,"Male",81,3,1,"Laboratory Technician",3,"Single",15872,54496,4,"Y","No",13,3,4,80,0,8,3,3,0,0,0,0
"704",38,"No","Non-Travel",152,"Sales",10,3,"Technical Degree",1,983,3,"Female",85,3,2,"Sales Executive",4,"Single",22664,79596,1,"Y","Yes",13,3,2,80,0,6,1,3,5,3,1,3
"1211",33,"No","Travel_Rarely",267,"Research & Development",21,3,"Medical",1,1698,2,"Male",79,4,1,"Laboratory Technician",2,"Married",8112,54548,1,"Y","No",18,3,4,80,3,14,6,3,14,11,2,13
"465",37,"No","Travel_Rarely",799,"Research & Development",1,3,"Technical Degree",1,623,2,"Female",59,3,3,"Manufacturing Director",4,"Single",29964,95392,4,"Y","No",17,3,4,80,0,12,3,4,6,5,1,2
"588",52,"No","Travel_Rarely",1325,"Research & Development",11,4,"Life Sciences",1,813,4,"Female",82,3,2,"Laboratory Technician",3,"Married",12596,87284,8,"Y","No",20,4,2,80,1,9,3,3,5,2,1,4
"918",34,"No","Travel_Rarely",131,"Sales",2,3,"Marketing",1,1281,3,"Female",86,3,2,"Sales Executive",1,"Single",18152,24156,0,"Y","Yes",12,3,4,80,0,4,3,3,3,2,0,2
"788",55,"No","Travel_Frequently",1091,"Research & Development",2,1,"Life Sciences",1,1096,4,"Male",65,3,3,"Manufacturing Director",2,"Married",43904,63252,3,"Y","No",18,3,2,80,1,23,4,3,3,2,1,2
"972",51,"No","Travel_Rarely",1405,"Research & Development",11,2,"Technical Degree",1,1367,4,"Female",82,2,4,"Manufacturing Director",2,"Single",52568,97756,3,"Y","No",16,3,2,80,0,29,1,2,5,2,0,3
"434",46,"No","Travel_Rarely",1125,"Sales",10,3,"Marketing",1,580,3,"Female",94,2,3,"Sales Executive",4,"Married",36284,46252,2,"Y","Yes",19,3,3,80,1,15,3,3,3,2,1,2
"863",44,"No","Non-Travel",111,"Research & Development",17,3,"Life Sciences",1,1206,4,"Male",74,1,1,"Research Scientist",3,"Single",9160,17116,2,"Y","No",13,3,4,80,0,6,3,3,0,0,0,0
